Datum;Argentinierstraﬂe;Donaukanal;Langobardenstraﬂe;Lassallestraﬂe;Liesingbach;Neubaug¸rtel ;Opernring Innen;Opernring Auﬂen;Opernring;Wienzeile;Margaritensteg ;Operngasse;Praterstern;Pfeilgasse;Esperanto Park;Hamburgerstraﬂe
20130323;394;363;111;406;97;394;663;298;961;261;;;0;;0;364
20130324;142;111;40;148;16;142;259;99;358;79;;;0;;0;109
20130325;321;73;62;348;25;321;447;194;641;130;;;0;;0;186
20130326;272;58;64;262;18;272;372;162;534;103;;;0;;0;124
20130327;380;83;51;335;27;380;597;262;859;131;;;0;;0;210
20130328;545;194;104;548;37;545;873;357;1230;261;;;0;;0;367
20130329;386;243;107;458;68;386;613;237;850;197;;;0;;0;270
20130330;200;281;88;296;55;200;393;164;557;161;;;0;;0;225
20130331;67;65;37;95;18;62;119;54;173;32;;;0;;0;50
20130401;217;497;99;441;99;217;325;130;455;226;;;0;;0;193
20130402;709;311;161;768;97;709;995;395;1390;275;;;0;;0;370
20130403;373;81;50;308;30;373;494;196;690;98;;;0;;0;183
20130404;932;414;192;858;119;932;1.357;543;1900;354;;;0;;0;569
20130405;927;419;184;810;124;927;1.417;558;1975;388;;;0;;0;551
20130406;493;448;104;548;141;493;1.231;485;1716;286;;;0;;0;488
20130407;647;551;112;626;150;647;1.438;572;2010;338;;;0;;0;485
20130408;1.622;845;302;1.516;288;1.622;2.141;845;2986;718;;;0;;0;993
20130409;1.744;933;357;1.805;358;1.744;2.656;1.058;3714;873;;;0;;0;1.164
20130410;1.798;888;328;1.732;316;1.798;2.710;1.070;3780;781;;;0;;0;1.202
20130411;2.081;1.396;423;2.349;522;2.081;3.346;1.323;4669;991;;;0;;0;1.480
20130412;1.428;581;271;1.295;270;1.428;2.348;926;3274;600;;;0;;0;941
20130413;1.048;1.708;366;1.972;658;1.048;2.702;1.068;3770;934;;;0;;0;1.322
20130414;1.353;3.234;643;3.600;1.322;1.353;4.080;1.536;5616;1.509;;;0;;0;1.860
20130415;2.489;1.758;767;3.233;758;2.489;4.115;1.629;5744;1.562;;;0;;0;1.968
20130416;2.546;1.654;628;2.984;708;2.546;4.214;1.657;5871;1.448;;;0;;0;2.052
20130417;2.470;1.428;659;2.766;566;2.470;3.914;1.555;5469;1.246;;;0;;0;1.802
20130418;2.746;2.232;772;3.836;935;2.746;4.862;1.927;6789;1.732;;;0;;0;2.240
20130419;1.313;468;326;1.192;160;1.313;2.318;912;3230;496;;;0;;0;911
20130420;767;1.140;319;1.252;373;767;1.845;732;2577;686;;;0;;0;1.100
20130421;1.536;3.465;651;3.814;1.444;1.536;2.974;1.176;4150;1.794;;;0;;0;1.875
20130422;2.591;1.812;832;3.463;797;2.591;4.524;1.776;6300;1.584;;;0;;0;2.210
20130423;2.742;1.970;764;3.544;795;2.742;4.959;1.951;6910;1.649;;;0;;0;2.213
20130424;3.097;2.329;837;3.567;1.011;3.097;5.024;1.988;7012;1.805;;;0;;0;2.490
20130425;2.971;2.253;875;4.311;994;2.971;5.543;2.178;7721;1.666;;;0;;0;2.439
20130426;2.826;2.409;823;4.211;973;2.826;5.201;2.056;7257;1.771;;;0;;0;2.363
20130427;1.514;2.502;551;3.244;811;1.514;3.526;1.374;4900;1.382;;;0;;0;1.634
20130428;1.507;3.591;705;4.629;1.481;1.507;3.308;1.298;4606;1.789;;;0;;0;1.884
20130429;2.640;1.627;763;3.214;665;2.640;4.307;1.693;6000;1.544;;;0;;0;2.064
20130430;2.777;1.849;692;3.605;750;2.777;4.883;1.943;6826;1.637;;;0;;0;2.319
20130501;1.836;6.913;948;5.902;1.834;1.836;3.833;1.627;5460;2.000;;;0;;0;2.190
20130502;969;577;198;971;155;969;1.855;791;2646;390;;;0;;0;718
20130503;1.463;953;300;1.644;334;1.463;2.963;1.271;4234;805;;;0;;0;1.299
20130504;1.398;2.430;518;2.664;668;1.398;3.059;1.315;4374;1.232;;;0;;0;1.567
20130505;1.420;3.385;662;3.689;1.088;1.420;2.560;1.099;3659;1.641;;;0;;0;1.618
20130506;2.208;1.077;509;2.239;483;2.208;3.627;1.550;5177;1.137;;;0;;0;1.571
20130507;1.901;939;401;1.890;287;1.901;3.426;1.459;4885;975;;;0;;0;1.358
20130508;2.385;1.587;606;2.994;575;2.385;5.004;2.116;7120;1.442;;;0;;0;2.013
20130509;1.898;5.367;968;7.142;1.797;1.898;4.471;1.905;6376;2.180;;;0;;0;2.347
20130510;1.846;1.973;650;3.026;701;1.846;4.295;1.814;6109;1.349;;;0;;0;1.619
20130511;376;369;107;455;80;376;882;372;1254;182;;;0;;0;351
20130512;518;1.036;197;910;215;518;1.317;563;1880;439;;;0;;0;420
20130513;2.170;1.189;501;2.485;412;2.170;3.952;1.671;5623;1.118;;;0;;0;1.613
20130514;2.747;2.002;676;3.398;625;2.747;5.005;2.117;7122;1.638;;;0;;0;2.163
20130515;2.959;2.533;758;4.055;829;2.959;6.164;2.615;8779;1.771;;;0;;0;2.362
20130516;2.902;1.696;599;3.308;649;2.902;5.578;2.362;7940;1.590;;;0;;0;2.188
20130517;2.303;1.569;552;2.749;560;2.303;4.475;1.914;6389;1.256;;;0;;0;1.876
20130518;1.209;1.932;522;2.745;683;1.209;2.540;1.083;3623;1.089;;;0;;0;1.277
20130519;1.341;3.928;620;5.229;1.239;1.341;2.833;1.213;4046;1.757;;;0;;0;1.858
20130520;1.060;2.427;501;2.500;728;1.060;2.349;996;3345;1.197;;;0;;0;1.215
20130521;1.955;1.351;597;2.679;690;1.955;3.673;1.565;5238;1.135;;;0;;0;1.466
20130522;2.440;1.519;542;2.542;498;2.440;4.142;1.764;5906;1.234;;;0;;0;1.709
20130523;2.326;1.441;463;2.301;414;2.326;4.354;1.856;6210;1.148;;;0;;0;1.598
20130524;2.115;1.462;425;2.186;433;2.115;3.954;1.691;5645;1.132;;;0;;0;1.579
20130525;861;1.059;275;1.156;325;861;2.087;889;2976;646;;;0;;0;864
20130526;954;1.932;325;1.906;546;954;2.064;885;2949;1.028;;;0;;0;1.037
20130527;1.419;563;252;1.159;219;1.419;2.148;924;3072;437;;;0;;0;764
20130528;2.294;1.945;629;2.772;588;2.294;4.536;1.946;6482;1.322;;;0;;0;1.803
20130529;2.575;1.883;572;2.852;621;2.575;4.278;1.832;6110;1.323;;;0;;0;1.819
20130530;335;677;98;462;124;335;687;297;984;273;;;0;;0;270
20130531;415;305;149;476;77;415;813;352;1165;211;;;0;;0;279
20130601;916;1.938;303;1.601;517;916;2.080;921;3001;898;;;0;;0;1.064
20130602;328;402;116;446;40;328;557;245;802;153;;;0;;0;272
20130603;1.123;338;212;984;138;1.123;1.575;713;2288;350;;;0;;0;583
20130604;1.043;505;180;1.311;120;1.043;1.602;711;2313;408;;;0;;0;562
20130605;1.443;732;257;1.801;187;1.443;2.325;1.049;3374;560;;;0;;0;924
20130606;2.185;1.178;514;2.776;465;2.185;3.394;1.530;4924;1.039;;;0;;0;1.596
20130607;2.304;1.146;671;2.573;549;2.304;3.898;1.745;5643;1.114;;;0;;0;1.762
20130608;1.665;2.190;700;3.701;1.044;1.665;3.239;1.458;4697;1.409;;;0;;0;1.709
20130609;1.636;2.943;774;5.794;1.462;1.636;3.285;1.477;4762;1.810;;;0;;0;1.831
20130610;2.381;1.053;571;2.753;500;2.381;3.728;1.656;5384;1.263;;;0;;0;1.673
20130611;928;392;141;755;164;928;1.576;709;2285;432;;;0;;0;676
20130612;2.855;2.091;731;4.144;856;2.855;5.673;2.537;8210;1.660;;;0;;0;2.394
20130613;3.168;2.410;933;5.239;986;3.168;6.275;2.773;9048;1.934;;;0;;0;2.674
20130614;2.717;1.935;759;3.805;702;2.717;5.334;2.381;7715;1.638;;;0;;0;2.287
20130615;1.631;2.607;755;4.607;854;1.631;3.714;1.655;5369;1.414;;;0;;0;1.835
20130616;1.606;3.473;737;6.284;1.255;1.606;3.200;1.437;4637;1.741;;;0;;0;2.027
20130617;2.955;2.194;978;5.621;821;2.955;4.967;2.246;7213;1.711;;;0;;0;2.421
20130618;3.046;2.333;1.026;6.587;775;3.046;5.186;2.336;7522;1.808;;;0;;0;2.374
20130619;3.058;2.160;894;6.282;705;3.058;5.079;2.288;7367;1.652;;;0;;0;2.395
20130620;2.734;1.967;844;6.152;607;2.734;4.870;2.202;7072;1.519;;;0;;0;2.154
20130621;2.506;2.037;780;5.686;558;2.506;4.652;2.102;6754;1.409;;;0;;0;2.035
20130622;1.462;2.543;545;4.641;589;1.462;2.806;1.271;4077;1.188;;;0;;0;1.425
20130623;1.453;3.566;709;5.974;1.021;1.453;2.574;1.152;3726;1.522;;;0;;0;1.663
20130624;680;186;130;766;74;680;913;411;1324;206;;;0;;0;308
20130625;1.339;513;222;1.191;186;1.339;2.138;955;3093;476;;;0;;0;841
20130626;1.762;834;339;1.983;309;1.762;2.596;1.162;3758;813;;;0;;0;1.072
20130627;2.234;1.686;542;2.816;573;2.234;3.980;1.783;5763;1.337;;;0;;0;1.692
20130628;2.137;2.020;578;3.035;609;2.137;4.073;1.800;5873;1.506;;;0;;0;1.892
20130629;1.260;2.644;485;2.961;805;1.260;2.817;1.255;4072;1.361;;;0;;0;1.545
20130630;1.098;2.509;428;2.692;645;1.098;2.132;952;3084;1.270;;;0;;0;1.312
20130701;2.643;2.596;772;4.470;976;2.643;4.883;2.103;6986;1.845;;;0;;0;2.275
20130702;2.982;2.868;879;5.777;887;2.982;5.310;2.288;7598;2.025;;;0;;0;2.443
20130703;2.867;2.553;819;5.956;848;2.867;5.448;2.374;7822;1.774;;;0;;0;2.448
20130704;2.653;2.442;772;5.071;787;2.653;5.109;2.211;7320;1.837;;;0;;0;2.132
20130705;2.265;2.061;657;4.091;682;2.265;4.555;1.952;6507;1.508;;;0;;0;1.936
20130706;1.239;2.251;484;3.196;674;1.239;2.806;1.220;4026;1.101;;;0;;0;1.531
20130707;1.408;3.556;713;6.258;1.174;1.408;3.338;1.440;4778;1.585;;;0;;0;1.673
20130708;2.632;2.242;826;5.485;897;2.632;4.922;2.129;7051;1.745;;;0;;0;2.095
20130709;2.667;2.669;858;6.146;921;2.667;5.538;2.417;7955;1.829;;;0;;0;2.279
20130710;2.574;2.650;950;6.236;754;2.574;5.613;2.439;8052;1.797;;;0;;0;2.263
20130711;2.266;1.860;550;3.454;594;2.266;4.517;1.941;6458;1.375;;;0;;0;1.811
20130712;2.092;2.088;629;3.700;768;2.092;4.364;1.886;6250;1.544;;;0;;0;1.902
20130713;1.196;2.391;525;3.347;770;1.196;2.968;1.269;4237;1.178;;;0;;0;1.509
20130714;1.363;3.419;750;5.729;1.189;1.363;2.839;1.228;4067;1.527;;;0;;0;1.538
20130715;2.436;1.833;642;3.807;723;2.436;4.587;1.968;6555;1.581;;;0;;0;1.862
20130716;2.708;2.738;828;5.764;1.032;2.708;5.373;2.322;7695;1.968;;;0;;0;2.332
20130717;2.805;2.751;857;6.273;948;2.805;5.458;2.369;7827;1.923;;;0;;0;2.335
20130718;2.553;2.314;752;5.750;836;2.553;5.399;2.339;7738;1.772;;;0;;0;2.173
20130719;2.396;2.329;780;5.659;770;2.396;4.828;2.091;6919;1.544;;;0;;0;2.101
20130720;1.363;2.623;674;5.220;701;1.363;3.350;1.443;4793;1.242;;;0;;0;1.426
20130721;1.372;3.514;787;6.910;886;1.372;3.158;1.367;4525;1.520;;;0;;0;1.503
20130722;2.496;2.311;900;5.784;811;2.496;4.965;2.157;7122;1.766;;;0;;0;2.038
20130723;2.619;2.591;914;6.553;859;2.619;5.366;2.331;7697;1.789;;;0;;0;2.209
20130724;2.658;2.526;882;6.187;828;2.658;5.645;2.442;8087;1.623;;;0;;0;2.111
20130725;2.499;2.052;742;4.311;652;2.499;4.908;2.123;7031;1.484;;;0;;0;2.112
20130726;2.317;2.272;808;5.430;723;2.317;4.666;2.006;6672;1.401;;;0;;0;1.977
20130727;1.247;2.197;597;5.241;471;1.247;2.938;1.277;4215;947;;;0;;0;1.301
20130728;1.016;2.237;556;5.716;538;1.016;2.921;1.258;4179;821;;;0;;0;1.003
20130729;2.026;1.896;750;5.035;590;2.026;4.068;1.776;5844;1.286;;;0;;0;1.713
20130730;2.100;1.870;569;3.761;733;2.100;4.410;1.905;6315;1.452;;;0;;0;1.894
20130731;2.426;2.370;771;4.455;859;2.426;4.952;2.136;7088;1.613;;;0;;0;2.104
20130801;2.404;2.541;772;5.617;849;2.404;5.075;2.033;7108;1.519;;;4917;;5.286;1.970
20130802;2.056;2.346;731;5.697;705;2.056;4.775;1.802;6577;1.316;;;4908;;4.273;1.750
20130803;1.131;2.263;556;5.047;510;1.131;3.202;1.352;4554;1.005;;;3837;;2.397;1.368
20130804;1.001;2.372;586;5.045;548;1.001;2.756;957;3713;833;;;3582;;1.800;1.046
20130805;2.179;1.985;770;4.858;781;2.179;4.249;1.831;6080;1.370;;;4401;;4.446;1.839
20130806;2.318;2.303;769;6.049;720;2.318;4.771;1.988;6759;1.554;;;5289;;5.010;1.904
20130807;2.315;2.167;724;5.955;666;2.315;4.573;1.996;6569;1.390;;;5249;;4.798;1.706
20130808;2.054;2.175;697;5.712;546;2.054;4.245;1.812;6057;1.218;;;4874;;4.176;1.490
20130809;1.605;1.548;519;3.128;445;1.605;3.300;1.507;4807;1.103;;;3064;;3.407;1.398
20130810;1.109;2.106;449;2.890;553;1.109;3.124;1.124;4248;1.034;;;2538;;2.385;1.346
20130811;1.315;3.378;628;5.350;992;1.315;3.512;1.271;4783;1.504;;;3716;;2.603;1.384
20130812;2.217;2.164;786;4.545;820;2.217;4.451;1.920;6371;1.764;;;4138;;4.577;1.843
20130813;1.764;1.553;534;2.800;479;1.764;3.743;1.612;5355;1.179;;;3197;;3.910;1.470
20130814;1.881;1.876;617;3.386;613;1.881;3.986;1.857;5843;1.360;;;3448;;4.229;1.678
20130815;1.255;3.689;727;4.999;1.333;1.255;3.711;1.361;5072;1.660;;;3831;;2.625;1.549
20130816;1.573;2.395;636;4.112;771;1.573;4.136;1.697;5833;1.353;;;3580;;3.277;1.444
20130817;1.177;2.454;659;4.399;718;1.177;3.338;1.460;4798;1.135;;;3419;;2.530;1.269
20130818;1.124;3.166;583;5.590;841;1.124;3.294;1.226;4520;1.168;;;3704;;2.221;1.211
20130819;2.167;1.961;718;4.199;636;2.167;3.949;1.793;5742;1.371;;;4071;;4.293;1.582
20130820;1.750;1.255;387;2.386;406;1.750;3.210;1.522;4732;1.044;;;2771;;3.731;1.262
20130821;2.238;2.284;655;3.813;730;2.238;4.320;2.063;6383;1.494;;;3868;;4.512;1.769
20130822;2.351;2.507;702;4.183;828;2.351;4.663;2.114;6777;1.606;;;4202;;4.822;1.835
20130823;2.139;2.540;694;4.016;757;2.139;4.313;1.977;6290;1.520;;;4024;;4.252;1.762
20130824;581;728;169;1.017;201;581;1.515;666;2181;457;;;1066;;1.331;592
20130825;448;1.099;187;1.079;292;448;1.197;527;1724;457;;;1091;;940;454
20130826;1.448;656;347;1.630;369;1.448;2.752;1.217;3969;716;;;2028;;2.993;907
20130827;1.439;914;347;1.749;327;1.439;2.817;1.219;4036;883;;;2088;;3.002;994
20130828;1.235;605;302;1.441;218;1.235;2.271;1.088;3359;531;;;1819;;2.502;775
20130829;2.024;2.023;514;3.059;628;2.024;4.055;1.759;5814;1.422;;;3304;;4.368;1.609
20130830;2.104;2.467;679;3.719;821;2.104;4.337;1.848;6185;1.557;;;3676;;4.379;1.635
20130831;1.393;2.913;576;3.534;801;1.393;3.425;1.478;4903;1.325;;;3289;;2.670;1.452
20130901;1.068;1.858;393;2.240;714;1.118;2.695;974;3669;1.091;;;2432;;1.946;1.009
20130902;2.137;1.301;522;2.664;579;2.137;3.681;1.641;5322;1.154;;;3238;;4.381;1.436
20130903;1.964;907;468;2.077;351;1.823;3.409;1.555;4964;981;;;2736;;4.063;1.316
20130904;2.301;1.735;656;2.897;679;2.301;3.954;1.682;5636;1.307;;;3281;;4.480;1.643
20130905;2.746;2.254;763;3.803;752;2.650;5.005;2.105;7110;1.591;;;4274;;5.364;1.817
20130906;2.486;2.198;730;3.795;758;2.608;4.546;1.920;6466;1.631;;;3962;;4.827;1.737
20130907;1.365;2.960;557;4.023;833;1.893;3.733;1.357;5090;1.437;;;3436;;2.844;1.419
20130908;1.320;3.080;568;4.334;931;1.499;3.437;1.293;4730;1.477;;;3531;;2.419;1.318
20130909;1.697;844;391;1.738;334;1.807;2.481;1.310;3791;727;;;2215;;3.226;1.042
20130910;2.422;1.758;590;3.208;590;2.562;4.147;1.924;6071;1.457;;;3691;;4.618;1.649
20130911;2.051;1.156;444;2.104;367;2.170;3.431;1.520;4951;1.012;;;2813;;4.098;1.311
20130912;2.205;1.587;493;2.559;479;2.259;3.667;1.779;5446;1.158;;;3029;;4.508;1.459
20130913;1.414;752;381;1.604;248;1.389;2.210;1.148;3358;608;;;1966;;2.738;817
20130914;616;699;190;929;188;787;1.506;720;2226;416;;;981;;1.358;596
20130915;1.092;2.612;437;2.436;718;1.164;2.715;1.016;3731;1.130;;;2354;;2.238;1.231
20130916;1.868;1.037;464;2.238;388;1.898;2.824;1.375;4199;905;;;2567;;3.548;1.123
20130917;1.155;357;232;1.031;126;997;1.703;832;2535;347;;;1394;;2.202;590
20130918;1.482;589;306;1.382;192;1.258;2.029;971;3000;533;;;1817;;2.694;794
20130919;1.732;899;330;1.862;282;1.696;2.769;1.281;4050;826;;;2272;;3.318;960
20130920;1.340;792;411;1.494;284;1.380;2.283;1.144;3427;727;;;1880;;2.689;843
20130921;701;625;174;856;153;977;1.779;769;2548;390;;;1117;;1.550;643
20130922;1.059;2.118;482;2.513;695;1.162;3.010;951;3961;1.194;;;2155;;2.233;1.157
20130923;1.931;984;455;2.005;420;2.041;3.111;1.367;4478;965;;;2596;;3.808;1.185
20130924;2.208;1.553;568;2.751;543;2.307;3.756;1.712;5468;1.293;;;3225;;4.564;1.492
20130925;2.231;1.581;594;2.876;552;2.395;3.856;1.648;5504;1.262;;;3183;;4.550;1.419
20130926;1.963;1.060;436;1.920;343;1.898;3.182;1.410;4592;863;;;2582;;3.830;1.134
20130927;1.873;1.296;467;1.978;403;1.895;3.428;1.471;4899;917;;;2461;;3.791;1.141
20130928;1.015;1.797;403;1.880;503;1.512;2.564;1.033;3597;891;;;1876;;2.176;1.066
20130929;748;1.135;284;1.112;254;976;1.673;697;2370;598;;;1340;;1.407;546
20130930;1.831;695;429;1.685;312;1.811;2.964;1.375;4339;768;;;2336;;3.639;1.057
20131001;2.168;1.088;453;2.194;474;2.042;3.537;1.839;5376;1.011;;;2766;;4.348;1.294
20131002;2.034;883;428;1.797;402;1.988;3.094;1.509;4603;867;;;2367;;4.084;1.101
20131003;1.966;984;343;1.836;393;1.981;3.276;1.540;4816;910;;;2297;;4.029;1.086
20131004;1.621;807;317;1.407;259;1.598;2.915;1.293;4208;777;;;1963;;3.410;985
20131005;717;790;184;848;218;916;1.710;672;2382;471;;;1012;;1.655;660
20131006;453;388;141;488;118;572;944;477;1421;298;;;707;;965;323
20131007;1.875;784;435;1.585;293;1.608;3.064;1.337;4401;801;;;2197;;3.793;1.008
20131008;2.221;1.337;506;2.257;517;2.119;3.910;1.767;5677;1.096;;;2745;;4.716;1.432
20131009;1.848;725;365;1.619;311;1.806;3.197;1.448;4645;818;;;2219;;3.922;1.108
20131010;1.955;843;356;1.726;282;1.769;3.098;1.525;4623;742;;;2128;;4.030;1.039
20131011;1.070;374;213;802;121;903;1.591;766;2357;307;;;1135;;2.176;514
20131012;976;1.319;247;1.478;326;1.279;2.150;875;3025;755;;;1527;;1.914;916
20131013;813;1.827;286;1.688;412;978;2.226;760;2986;927;;;1744;;1.672;736
20131014;2.065;901;437;1.769;402;1.986;3.309;1.532;4841;938;;;2369;;4.218;1.131
20131015;2.350;1.250;433;2.215;533;2.022;3.719;1.732;5451;1.119;;;2771;;4.673;1.370
20131016;1.775;457;267;1.398;201;1.532;2.832;1.367;4199;645;;;1932;;3.642;917
20131017;1.950;703;316;1.666;355;1.859;3.074;1.501;4575;765;;;2161;;3.932;1.053
20131018;1.720;956;365;1.666;295;1.799;3.044;1.360;4404;822;;;2171;;3.680;1.098
20131019;934;1.387;245;1.447;401;1.510;2.196;952;3148;817;;;1676;;2.109;921
20131020;731;1.554;298;1.478;426;985;1.899;780;2679;766;;;1465;;1.547;660
20131021;2.291;1.337;562;2.537;576;2.099;3.911;1.628;5539;1.144;;;2907;;4.516;1.376
20131022;1.980;793;370;1.831;382;1.897;3.302;1.609;4911;849;;;2529;;4.222;1.208
20131023;2.114;993;510;2.117;363;2.017;3.654;1.629;5283;1.007;;;2710;;4.641;1.259
20131024;1.409;478;230;1.143;172;1.413;2.438;1.064;3502;540;;;1603;;2.990;841
20131025;1.655;622;388;1.405;260;1.655;3.089;1.300;4389;659;;;1909;;3.518;987
20131026;1.038;1.724;356;1.862;458;1.206;3.374;1.197;4571;955;;;2019;;2.310;1.179
20131027;1.008;2.043;409;2.124;633;1.148;2.623;981;3604;1.076;;;1960;;1.978;1.011
20131028;2.233;1.124;509;2.175;421;2.013;3.901;1.767;5668;1.016;;;2725;;4.530;1.335
20131029;1.866;653;360;1.538;282;1.684;3.093;1.441;4534;758;;;2346;;3.956;954
20131030;1.657;481;293;1.404;235;1.467;2.853;1.333;4186;600;;;1970;;3.514;938
20131031;1.805;869;387;1.674;316;1.676;3.317;1.378;4695;806;;;2199;;3.640;1.040
20131101;686;1.289;332;1.339;438;878;1.727;645;2372;800;;;1385;;1.479;723
20131102;591;592;187;1.431;177;814;1.490;654;2144;428;;;853;;1.313;649
20131103;405;457;117;1.462;110;471;899;357;1256;251;;;577;;820;305
20131104;1.745;531;506;2.035;264;1.539;2.602;1.276;3878;666;;;2033;;3.386;910
20131105;1.392;371;434;1.982;149;1.106;2.081;1.024;3105;423;;;1399;;2.631;664
20131106;1.659;455;374;1.659;167;1.420;2.618;1.284;3902;533;;;1899;;3.316;849
20131107;2.003;935;346;1.758;349;1.798;3.386;1.627;5013;879;;;2394;;4.047;1.166
20131108;1.811;1.211;343;1.903;384;1.869;3.151;1.470;4621;975;;;2341;;3.697;1.166
20131109;443;237;87;273;83;634;858;385;1243;216;;;524;;934;358
20131110;720;1.136;292;1.713;258;784;1.479;579;2058;700;;;1162;;1.342;535
20131111;1.252;305;518;2.144;102;1.031;1.799;836;2635;351;;;1313;;2.522;629
20131112;1.733;637;415;1.910;270;1.555;2.631;1.211;3842;726;;;1998;;3.321;806
20131113;1.680;460;376;1.444;195;1.368;2.398;1.182;3580;535;;;1809;;3.269;820
20131114;1.532;483;250;1.326;310;1.335;2.327;1.129;3456;533;;;1743;;3.004;816
20131115;1.167;364;181;974;357;1.131;1.924;908;2832;451;;;1409;;2.440;693
20131116;626;625;184;701;293;864;1.350;575;1925;364;;;824;;1.438;537
20131117;579;666;121;668;371;610;1.189;484;1673;379;;;743;;1.075;367
20131118;1.508;493;281;1.285;353;1.335;2.267;1.079;3346;579;;;1742;;3.088;759
20131119;1.569;497;229;1.253;246;1.333;2.292;1.190;3482;615;;;1692;;3.338;821
20131120;1.502;437;186;1.104;170;1.172;2.272;1.102;3374;525;;;1585;;3.071;773
20131121;1.548;430;218;1.125;212;1.275;2.277;1.132;3409;528;;;1660;;3.058;688
20131122;1.333;444;224;1.028;202;1.183;2.017;954;2971;503;;;1493;;2.582;719
20131123;576;386;147;450;101;708;1.036;526;1562;277;;;696;;1.133;419
20131124;289;161;54;221;32;349;435;232;667;135;;;317;;585;119
20131125;1.111;287;161;795;123;891;1.498;778;2276;347;;;1206;;2.134;509
20131126;1.165;283;160;893;155;864;1.496;817;2313;349;;;1226;;2.309;505
20131127;1.273;360;171;985;125;988;1.900;938;2838;417;;;1387;;2.495;605
20131128;1.162;309;157;961;132;889;1.574;909;2483;390;;;1332;;2.307;520
20131129;1.095;296;171;818;151;946;1.519;804;2323;354;;;1125;;2.132;482
20131130;565;410;102;513;118;653;951;545;1496;316;;;650;;1.197;437
20131201;505;434;112;617;114;538;908;432;1340;331;;;677;;1.028;372
20131202;1.332;431;253;1.159;189;1.102;1.954;1.058;3012;519;;;1437;;2.753;679
20131203;1.361;448;214;1.141;187;1.120;2.067;1.110;3177;508;;;1491;;2.919;656
20131204;1.264;386;182;981;165;1.034;1.867;944;2811;439;;;1310;;2.700;617
20131205;1.233;157;213;905;156;990;1.800;921;2721;414;;;1319;;2.471;593
20131206;896;291;123;588;97;745;1.194;663;1857;293;;;884;;1.776;450
20131207;387;280;75;236;63;467;630;352;982;132;;;401;;863;265
20131208;348;362;93;351;88;445;704;306;1010;189;;;495;;764;256
20131209;787;306;151;564;85;606;989;489;1478;252;;;818;;1.627;368
20131210;1.065;302;199;830;116;916;1.623;817;2440;379;;;1258;;2.311;554
20131211;1.219;410;200;892;162;1.025;1.787;950;2737;391;;;1288;;2.500;567
20131212;1.237;503;188;886;165;957;1.810;960;2770;400;;;1238;;2.522;542
20131213;1.123;471;185;756;160;943;1.588;867;2455;406;;;1117;;2.218;496
20131214;525;323;84;478;116;690;939;497;1436;282;;;631;;1.179;449
20131215;450;337;128;596;132;512;921;441;1362;296;;;731;;974;324
20131216;1.146;458;202;887;154;893;1.636;833;2469;398;;;1266;;2.374;510
20131217;1.076;369;173;689;119;857;1.569;848;2417;324;;;1063;;2.320;516
